AS/1	AS/1/LABEL	AS/1/ID	AS/2	AS/2/LABEL	AS/2/ID	AS/3	AS/3/LABEL	AS/3/ID	AS/4	AS/4/LABEL	AS/4/ID	AS/5	AS/5/LABEL	AS/5/ID	A S/6	A S/6/LABEL	A S/6/ID	CT/1	CT/1/LABEL	CT/1/ID												
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Periarteriolar Lymphoid Sheath (PALS)	periarterial lymphatic sheath	UBERON:0001960	Inner PALS	NOT FOUND	NOT FOUND				Fibroblastic Reticular Cell (FRC)			CCL19+, CCL21+, CD90+, CD105+, CD141+, CD271+, MAdCAM-1+/-, Smooth Muscle Actin+/-	BST1, C3, CCL21a, CCL19, CD74, CLU, DCN, DSC2, ENPP2, IL7, IL33, PDPN (Predicted from mouse, Cheng et al., 2019, https://doi.org/10.1038/s41467-019-09728-3)		Steiniger et al., 2015	https://doi.org/10.1111/imm.12469	AS-CT, CT-B	O'Malley et al., 2009-Chapter 1	https://www.arppress.org/v/vspfiles/assets/images/NT%20Fascicle%207%20Chapter%201.pdf (ISBN: 978-1-933477-06-0)	AS-CT			
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Periarteriolar Lymphoid Sheath (PALS)	periarterial lymphatic sheath	UBERON:0001960	Inner PALS	NOT FOUND	NOT FOUND				Interdigitating Denditic Cells			CD1a+/-, CD68+, S100+, Vimentin+			Erich M. Gaertner, MD, Maria Tsokos, MD, Gregory A. Derringer, MD, Thomas S. Neuhauser, MD, Cletus Arciero, MD, Jo-Ann W. Andriko, MD, Interdigitating Dendritic Cell Sarcoma: A Report of Four Cases and Review of the Literature, American Journal of Clinical Pathology, Volume 115, Issue 4, April 2001, Pages 589–597, https://doi.org/10.1309/M95G-7DQ2-TLQL-7Q11	https://doi.org/10.1309/M95G-7DQ2-TLQL-7Q11							
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Periarteriolar Lymphoid Sheath (PALS)	periarterial lymphatic sheath	UBERON:0001960	Inner PALS	NOT FOUND	NOT FOUND				Macrophages			CD68+, CD163-	APOE, CD5L (General macrophage signature, Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)		Steiniger et al., 2015	https://doi.org/10.1111/imm.12469	AS-CT, CT-B						
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Periarteriolar Lymphoid Sheath (PALS)	periarterial lymphatic sheath	UBERON:0001960	Inner PALS	NOT FOUND	NOT FOUND				Autonomous Nerve Processes			TH			Verlinder et al., 2017	doi: 10.3390/ijms18061216							
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Periarteriolar Lymphoid Sheath (PALS)	periarterial lymphatic sheath	UBERON:0001960	Inner PALS	NOT FOUND	NOT FOUND				Lymphatic Endothelium Cell			CD31+, D2-40H+, Lyve-1++, Podoplanin+, Prox-1++, vWF+/-, Ulex++			Pusztaszeri MP, Seelentag W, Bosman FT. Immunohistochemical Expression of Endothelial Markers CD31, CD34, von Willebrand Factor, and Fli-1 in Normal Human Tissues. Journal of Histochemistry & Cytochemistry. 2006;54(4):385-395. doi:10.1369/jhc.4A6514.2005	https://doi.org/10.1369%2Fjhc.4A6514.2005		Garrafa E, Trainini L, Benetti A, Saba E, Fezzardi L, Lorusso B, Borghetti P, Bottio T, Ceri E, Portolani N, Bonardlli S, Giulini SM, Annibale G, Corradi A, Imberti L, Caruso A. Isolation, purification, and heterogeneity of human lymphatic endothelial cells from different tissues. Lymphology. 2005 Dec;38(4):159-66. PMID: 16515224.		CT-B			
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Periarteriolar Lymphoid Sheath (PALS)	periarterial lymphatic sheath	UBERON:0001960	Inner PALS	NOT FOUND	NOT FOUND				Smooth Muscle Cells			Smooth Muscle Actin+			Steiniger et al., 2015	https://doi.org/10.1111/imm.12469							
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Periarteriolar Lymphoid Sheath (PALS)	periarterial lymphatic sheath	UBERON:0001960	Outer PALS	NOT FOUND	NOT FOUND				Naive CD4+ T Cell			CD3+, CD4+, CD8- , CD45RA+	CD3E, CD4, CD8A (General T signature, Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)		Lewis et al., 2019	10.1126/sciimmunol.aau6085	AS						
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Periarteriolar Lymphoid Sheath (PALS)	periarterial lymphatic sheath	UBERON:0001960	Outer PALS	NOT FOUND	NOT FOUND				CD4+ T Cell			CD3+, CD4+, CD8- 	CD3E, CD4, CD8A (General T signature, Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)		Lewis et al., 2019	10.1126/sciimmunol.aau6085	AS						
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Periarteriolar Lymphoid Sheath (PALS)	periarterial lymphatic sheath	UBERON:0001960	Outer PALS	NOT FOUND	NOT FOUND				Naive CD8+ T Cell			CD3+, CD4-, CD8+, CD45RA+	CD3E, CD4, CD8A (General T signature, Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)		Lewis et al., 2019	10.1126/sciimmunol.aau6085	AS						
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Periarteriolar Lymphoid Sheath (PALS)	periarterial lymphatic sheath	UBERON:0001960	Outer PALS	NOT FOUND	NOT FOUND				CD8+ T Cell			CD3+, CD4-, CD8+	CD3E, CD4, CD8A (General T signature, Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)		Lewis et al., 2019	10.1126/sciimmunol.aau6085	AS						
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Periarteriolar Lymphoid Sheath (PALS)	periarterial lymphatic sheath	UBERON:0001960	Outer PALS	NOT FOUND	NOT FOUND				Cytotoxic T Cells			CD3+, CD8+	GNLY, GZMB, PRF1 (General T signature, Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)		Lewis et al., 2019	10.1126/sciimmunol.aau6085	AS						
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Periarteriolar Lymphoid Sheath (PALS)	periarterial lymphatic sheath	UBERON:0001960	Outer PALS	NOT FOUND	NOT FOUND				T Regulatory Cell			CCR7+, CD3+, CD4+, CD25+, CD127-, CD45RA+, FOXP3+	FOXP3, IL2RA (Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)		Sathaliyawala et al., 2013	https://doi.org/10.1016/j.immuni.2012.09.020	CT-B	Santegoets et al., 2015	doi: 10.1007/s00262-015-1729-x	CT-B			
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Periarteriolar Lymphoid Sheath (PALS)	periarterial lymphatic sheath	UBERON:0001960	Outer PALS	NOT FOUND	NOT FOUND				Fibroblastic Reticular Cell (FRC)	reticular cell of splenic cord		CCL19+, CCL21+, CD90+, CD105+, CD141+, CD271+, MAdCAM-1+/-, Smooth Muscle Actin+/-	BST1, C3, CCL21a, CCL19, CD74, CLU, DCN, DSC2, ENPP2, IL7, IL33, PDPN (Predicted from mouse, Cheng et al., 2019, https://doi.org/10.1038/s41467-019-09728-3)		Steiniger et al., 2015	https://doi.org/10.1111/imm.12469	AS-CT, CT-B	O'Malley et al., 2009-Chapter 1	https://www.arppress.org/v/vspfiles/assets/images/NT%20Fascicle%207%20Chapter%201.pdf (ISBN: 978-1-933477-06-0)	AS-CT			
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Periarteriolar Lymphoid Sheath (PALS)	periarterial lymphatic sheath	UBERON:0001960	Outer PALS	NOT FOUND	NOT FOUND				Transitional Immature B Cells			CD20+, CD23+	TCL1A, IGHD, IGHM, FCER2, CXCR4, APLP2, PLPP5, IL4R		James B. Chung, Richard A. Sater, Michele L. Fields, Jan Erikson, John G. Monroe, CD23 defines two distinct subsets of immature B cells which differ in their responses to T cell help signals, International Immunology, Volume 14, Issue 2, February 2002, Pages 157–166, https://doi.org/10.1093/intimm/14.2.157	https://doi.org/10.1093/intimm/14.2.157	AS-CT	Zhao et al., 2020	https://doi.org/10.1038/s41421-020-0157-z	CT-B			
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Periarteriolar Lymphoid Sheath (PALS)	periarterial lymphatic sheath	UBERON:0001960							Cytotoxic Memory T Cell			CD3+, CD8+, CD27-, CD45RA+/-	GNLY, GZMB, PRF1 (General T signature, Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)		Langeveld et al., 2006	https://doi.org/10.1111/j.1365-2362.2006.01626.x	CT-B						
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Periarteriolar Lymphoid Sheath (PALS)	periarterial lymphatic sheath	UBERON:0001960							Non-Cytotoxic CD8+ Memory T Cell			CD3+, CD8+, CD27+, CD45RA-	CD3E, CD4, CD8A (General T signature, Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)		Langeveld et al., 2006	https://doi.org/10.1111/j.1365-2362.2006.01626.x	CT-B						
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Periarteriolar Lymphoid Sheath (PALS)	periarterial lymphatic sheath	UBERON:0001960							CD4+ Memory T Cell			CD3+, CD4+, CD27+, CD45RA-	CD3E, CD4, CD8A (General T signature, Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)		Langeveld et al., 2006	https://doi.org/10.1111/j.1365-2362.2006.01626.x	CT-B						
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Periarteriolar Lymphoid Sheath (PALS)	periarterial lymphatic sheath	UBERON:0001960							Myofibroblasts			Smooth Muscle Actin+			Steiniger et al., 1997	https://doi.org/10.1046/j.1365-2567.1997.00328.x	AS-CT, CT-B						
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Periarteriolar Lymphoid Sheath (PALS)	periarterial lymphatic sheath	UBERON:0001960							Plasmacytoid Dendritic Cell			CD11c-, CD304+, HLA-DR+	CLEC4C, IL3RA (Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)		Mittag et al., 2011	DOI: https://doi.org/10.4049/jimmunol.1002632	CT-B						
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Periarteriolar Lymphoid Sheath (PALS)	periarterial lymphatic sheath	UBERON:0001960							Stromal Cell (non-FRC/non-FDC)			MAdCAM-1+, CD271-, Smooth Muscle Actin+			Steiniger et al., 2015	https://doi.org/10.1111/imm.12469	AS-CT, CT-B						
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Periarteriolar Lymphoid Sheath (PALS)	periarterial lymphatic sheath	UBERON:0001960							Dendritic Cells-cDC1			CD11c+, CD141++, HLA-DR+	CLEC9A, XCR1 (Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)		Mittag et al., 2011	DOI: https://doi.org/10.4049/jimmunol.1002632	CT-B						
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Periarteriolar Lymphoid Sheath (PALS)	periarterial lymphatic sheath	UBERON:0001960							Dendritic Cells-cDC2			CD1c+, CD11c+, HLA-DR+, SIRPa+	CD1C, CLEC10A (Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)		Mittag et al., 2011	DOI: https://doi.org/10.4049/jimmunol.1002632	CT-B						
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Periarteriolar Lymphoid Sheath (PALS)	periarterial lymphatic sheath	UBERON:0001960							DEC205+ DC (Immature)			CD11c+, CD74+, DEC205+, HLA-DR+			Pack et al., 2008	https://doi.org/10.1111/j.1365-2567.2007.02710.x	AS-CT, CT-B						
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Periarteriolar Lymphoid Sheath (PALS)	periarterial lymphatic sheath	UBERON:0001960							Monocyte-Derived DC			CD11c+, CD16+, HLA-DR+			Mittag et al., 2011	DOI: https://doi.org/10.4049/jimmunol.1002632	CT-B						
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Periarteriolar Lymphoid Sheath (PALS)	periarterial lymphatic sheath	UBERON:0001960							Plasmacytoid Dendritic Cell			CD11c-, CD304+, HLA-DR+	CLEC4C, IL3RA (Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)		Mittag et al., 2011	DOI: https://doi.org/10.4049/jimmunol.1002632	CT-B						
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Periarteriolar Lymphoid Sheath (PALS)	periarterial lymphatic sheath	UBERON:0001960							Plasmablast			CD20+/-, CD27+, CD38++, CD79a+, CD138+, CXCR4+,  IgM+, IRF4+	IGHG1, IGHM, JCHAIN, SDC1, XBP1 (Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)		O'Malley et al., 2009-Chapter 1	https://www.arppress.org/v/vspfiles/assets/images/NT%20Fascicle%207%20Chapter%201.pdf (ISBN: 978-1-933477-06-0)	AS	Ellyard et al., 2005	DOI 10.1002/eji.200425442	CT-B			
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Periarteriolar Lymphoid Sheath (PALS)	periarterial lymphatic sheath	UBERON:0001960							NK Cell			CD16+, CD56+/-, Perforin+, NKp30+, NKp48+	CD160, FCGR3A, NCAM1, NCR1 (Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)		Ferlazzo et al., 2004	DOI: https://doi.org/10.4049/jimmunol.172.3.1455	CT-B						
spleen	spleen	UBERON:0002106	Splenic Pulp	spleen pulp	UBERON:1000023	White Pulp	white pulp of spleen	UBERON:0001959	Periarteriolar Lymphoid Sheath (PALS)	periarterial lymphatic sheath	UBERON:0001960							Gamma/Delta T cells			CD3+, TCRgamma/delta+ 	FCGR3A, TRGV2 (Madissoon et al., 2020 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1906-x#Sec12)		Wong et al., 2016	https://doi.org/10.1016/j.immuni.2016.07.007	CT-B						
spleen	spleen	UBERON:0002106	Hilum	hilum of spleen	UBERON:0001248	Splenic Artery	splenic artery	UBERON:0001194										Blood Endothelial Cells	endothelial cell of artery		CD34+, CD141+	CD34, PECAM1, VWF (General splenic vasculature endothelial cell signature, Qiu et al., 2017 DOI 10.1182/ bloodadvances.2017015073)		Steiniger B, Stachniss V, Schwarzbach H, Barth PJ. Phenotypic differences between red pulp capillary and sinusoidal endothelia help localizing the open splenic circulation in humans. Histochem Cell Biol. 2007 Nov;128(5):391-8. doi: 10.1007/s00418-007-0320-8. Epub 2007 Sep 12. PMID: 17849140.	DOI: 10.1007/s00418-007-0320-8							
spleen	spleen	UBERON:0002106	Hilum	hilum of spleen	UBERON:0001248	Splenic Vein	splenic vein	UBERON:0003713										Blood Endothelial Cells	vein endothelial cell		CD34+, CD141+	CD34, PECAM1, VWF (General splenic vasculature endothelial cell signature, Qiu et al., 2017 DOI 10.1182/ bloodadvances.2017015073)		Steiniger B, Stachniss V, Schwarzbach H, Barth PJ. Phenotypic differences between red pulp capillary and sinusoidal endothelia help localizing the open splenic circulation in humans. Histochem Cell Biol. 2007 Nov;128(5):391-8. doi: 10.1007/s00418-007-0320-8. Epub 2007 Sep 12. PMID: 17849140.	DOI: 10.1007/s00418-007-0320-8							
spleen	spleen	UBERON:0002106	Hilum	hilum of spleen	UBERON:0001248	Splenic Plexus	NOT FOUND	NOT FOUND										Catecholaminergic Nerve	neuron		DBH+, PGP9.5+, S100+, TH+			Thomas J.M. Verlinden, Paul van Dijk, Jill Hikspoors, Andreas Herrler, Wouter H. Lamers, S. Eleonore Köhler, Innervation of the human spleen: A complete hilum-embedding approach, Brain, Behavior, and Immunity, Volume 77, 2019, Pages 92-100, ISSN 0889-1591, https://doi.org/10.1016/j.bbi.2018.12.009.	https://doi.org/10.1016/j.bbi.2018.12.009							
spleen	spleen	UBERON:0002106	Hilum	hilum of spleen	UBERON:0001248	Lymphatic Vessels	lymphatic vessel	UBERON:0001473										Lymphatic Endothelium Cell	endothelial cell of lymphatic vessel		CD31+, D2-40H+, Lyve-1++, Podoplanin+, Prox-1++, vWF+/-, Ulex++			Pusztaszeri MP, Seelentag W, Bosman FT. Immunohistochemical Expression of Endothelial Markers CD31, CD34, von Willebrand Factor, and Fli-1 in Normal Human Tissues. Journal of Histochemistry & Cytochemistry. 2006;54(4):385-395. doi:10.1369/jhc.4A6514.2005	 doi:10.1369/jhc.4A6514.2005		Garrafa E, Trainini L, Benetti A, Saba E, Fezzardi L, Lorusso B, Borghetti P, Bottio T, Ceri E, Portolani N, Bonardlli S, Giulini SM, Annibale G, Corradi A, Imberti L, Caruso A. Isolation, purification, and heterogeneity of human lymphatic endothelial cells from different tissues. Lymphology. 2005 Dec;38(4):159-66. PMID: 16515224.		CT-B			
spleen	spleen	UBERON:0002106	Capsule	spleen capsule	UBERON:0004641	Connective tissue	NOT FOUND	NOT FOUND										Myofibroblast			Desmin+, SMA+			Guisado Vasco P, Villar Rodríguez JL, Ibañez Martínez J, González Cámpora R, Galera Davidson H. Immunohistochemical organization patterns of the follicular dendritic cells, myofibroblasts and macrophages in the human spleen--new considerations on the pathological diagnosis of splenectomy pieces. Int J Clin Exp Pathol. 2009;3(2):189-202. Published 2009 Dec 10.			Toccanier-Pelte MF, Skalli O, Kapanci Y, Gabbiani G. Characterization of stromal cells with myoid features in lymph nodes and spleen in normal and pathologic conditions. Am J Pathol. 1987 Oct;129(1):109-18. PMID: 3310649; PMCID: PMC1899700.					
spleen	spleen	UBERON:0002106	Capsule	spleen capsule	UBERON:0004641	Subcapsule	NOT FOUND	NOT FOUND										Subcapsular Dendritic Cell			CD11c+, CD83+, CD123+			Velásquez-Lopera MM, Correa LA, García LF. Human spleen contains different subsets of dendritic cells and regulatory T lymphocytes. Clin Exp Immunol. 2008;154(1):107-114. doi:10.1111/j.1365-2249.2008.03734.x	doi:10.1111/j.1365-2249.2008.03734.x							
spleen	spleen	UBERON:0002106	Capsule	spleen capsule	UBERON:0004641	Lymphatic Vessels	lymphatic vessel	UBERON:0001473										Lymphatic Endothelium Cell	endothelial cell of lymphatic vessel		CD31+, D2-40H+, Lyve-1++, Podoplanin+, Prox-1++, vWF+/-, Ulex++			Pusztaszeri MP, Seelentag W, Bosman FT. Immunohistochemical Expression of Endothelial Markers CD31, CD34, von Willebrand Factor, and Fli-1 in Normal Human Tissues. Journal of Histochemistry & Cytochemistry. 2006;54(4):385-395. doi:10.1369/jhc.4A6514.2005	 doi:10.1369/jhc.4A6514.2005		Garrafa E, Trainini L, Benetti A, Saba E, Fezzardi L, Lorusso B, Borghetti P, Bottio T, Ceri E, Portolani N, Bonardlli S, Giulini SM, Annibale G, Corradi A, Imberti L, Caruso A. Isolation, purification, and heterogeneity of human lymphatic endothelial cells from different tissues. Lymphology. 2005 Dec;38(4):159-66. PMID: 16515224.		CT-B			
spleen	spleen	UBERON:0002106	Capsule	spleen capsule	UBERON:0004641	Trabeculae	trabecula of spleen	UBERON:0001265	Trabecular Artery	Spleen Trabecular Artery	UBERON:0010399							Blood Endothelial Cells	endothelial cell of artery		CD34+, CD141+	CD34, PECAM1, VWF (General splenic vasculature endothelial cell signature, Qiu et al., 2017 DOI 10.1182/ bloodadvances.2017015073)		Steiniger B, Stachniss V, Schwarzbach H, Barth PJ. Phenotypic differences between red pulp capillary and sinusoidal endothelia help localizing the open splenic circulation in humans. Histochem Cell Biol. 2007 Nov;128(5):391-8. doi: 10.1007/s00418-007-0320-8. Epub 2007 Sep 12. PMID: 17849140.	DOI: 10.1007/s00418-007-0320-8	AS-CT, CT-B	Almenar S, Rios-Navarro C, Ortega M, Molina P, Ferrandez-Izquierdo A, Ruiz-Sauri A. Anatomy, immunohistochemistry, and numerical distribution of human splenic microvessels. Ann Anat. 2019 Jul;224:161-171. doi: 10.1016/j.aanat.2019.05.004. Epub 2019 May 21. PMID: 31121286.	 DOI: 10.1016/j.aanat.2019.05.004	B			
spleen	spleen	UBERON:0002106	Capsule	spleen capsule	UBERON:0004641	Trabeculae	trabecula of spleen	UBERON:0001265	Trabecular Vein	Spleen Trabecular Vein	UBERON:0010400							Blood Endothelial Cells	vein endothelial cell		CD34+, CD141+	CD34, PECAM1, VWF (General splenic vasculature endothelial cell signature, Qiu et al., 2017 DOI 10.1182/ bloodadvances.2017015073)		Steiniger B, Stachniss V, Schwarzbach H, Barth PJ. Phenotypic differences between red pulp capillary and sinusoidal endothelia help localizing the open splenic circulation in humans. Histochem Cell Biol. 2007 Nov;128(5):391-8. doi: 10.1007/s00418-007-0320-8. Epub 2007 Sep 12. PMID: 17849140.	DOI: 10.1007/s00418-007-0320-8	AS-CT, CT-B						
spleen	spleen	UBERON:0002106	Capsule	spleen capsule	UBERON:0004641	Trabeculae	trabecula of spleen	UBERON:0001265	Trabeculae innervation	NOT FOUND	NOT FOUND							Catecholaminergic Nerve	neuron		DBH+, PGP9.5+, S100+, TH+			Thomas J.M. Verlinden, Paul van Dijk, Jill Hikspoors, Andreas Herrler, Wouter H. Lamers, S. Eleonore Köhler, Innervation of the human spleen: A complete hilum-embedding approach, Brain, Behavior, and Immunity, Volume 77, 2019, Pages 92-100, ISSN 0889-1591, https://doi.org/10.1016/j.bbi.2018.12.009.	https://doi.org/10.1016/j.bbi.2018.12.009	AS-CT, CT-B						
spleen	spleen	UBERON:0002106	Capsule	spleen capsule	UBERON:0004641	Trabeculae	trabecula of spleen	UBERON:0001265										Lymphatic Endothelium Cell	endothelial cell of lymphatic vessel		CD31+, D2-40H+, Lyve-1++, Podoplanin+, Prox-1++, vWF+/-, Ulex++			Pusztaszeri MP, Seelentag W, Bosman FT. Immunohistochemical Expression of Endothelial Markers CD31, CD34, von Willebrand Factor, and Fli-1 in Normal Human Tissues. Journal of Histochemistry & Cytochemistry. 2006;54(4):385-395. doi:10.1369/jhc.4A6514.2005	 doi:10.1369/jhc.4A6514.2005		Garrafa E, Trainini L, Benetti A, Saba E, Fezzardi L, Lorusso B, Borghetti P, Bottio T, Ceri E, Portolani N, Bonardlli S, Giulini SM, Annibale G, Corradi A, Imberti L, Caruso A. Isolation, purification, and heterogeneity of human lymphatic endothelial cells from different tissues. Lymphology. 2005 Dec;38(4):159-66. PMID: 16515224.		CT-B			
spleen	spleen	UBERON:0002106	Capsule	spleen capsule	UBERON:0004641	Trabeculae	trabecula of spleen	UBERON:0001265										Myofibroblast			Desmin+, Smooth Muscle Actin+			Steiniger, B.S., Wilhelmi, V., Berthold, M. et al. Locating human splenic capillary sheaths in virtual reality. Sci Rep 8, 15720 (2018). https://doi.org/10.1038/s41598-018-34105-3	https://doi.org/10.1038/s41598-018-34105-3	AS-CT, CT-B	Toccanier-Pelte MF, Skalli O, Kapanci Y, Gabbiani G. Characterization of stromal cells with myoid features in lymph nodes and spleen in normal and pathologic conditions. Am J Pathol. 1987 Oct;129(1):109-18. PMID: 3310649; PMCID: PMC1899700.					
