Cell type	Cell type label	Behavior	Behavior label
CL:0000540	neuron	GO:0099502	calcium-dependent activation of synaptic vesicle fusion
CL:0000623	natural killer cell	GO:0051707	response to other organism
CL:0002457	epidermal Langerhans cell	GO:0002682	regulation of immune system process
CL:0000312	keratinocyte	GO:0048522	positive regulation of cellular process
CL:0000097	mast cell	GO:1901137	carbohydrate derivative biosynthetic process
CL:0000236	B cell	GO:0002402	B cell tolerance induction in mucosal-associated lymphoid tissue
CL:0000540	neuron	GO:0098939	dendritic transport of mitochondrion
CL:0000786	plasma cell	GO:0040011	locomotion
CL:0000312	keratinocyte	GO:0002684	positive regulation of immune system process
CL:0000540	neuron	GO:0016201	synaptic target inhibition
CL:0000540	neuron	GO:0061529	epinephrine secretion, neurotransmission
CL:0000649	prickle cell	GO:0008150	biological_process
CL:0000910	cytotoxic T cell	GO:0050896	response to stimulus
CL:0000623	natural killer cell	GO:0050896	response to stimulus
CL:0000540	neuron	GO:0008088	axo-dendritic transport
CL:0000540	neuron	GO:0048488	synaptic vesicle endocytosis
CL:0000649	prickle cell	GO:0006959	humoral immune response
CL:0001069	group 2 innate lymphoid cell	GO:0040011	locomotion
CL:0000097	mast cell	GO:0006950	response to stress
CL:0001006	dermal dendritic cell	GO:0010467	gene expression
CL:0000775	neutrophil	GO:0051674	localization of cell
CL:0001067	group 1 innate lymphoid cell	GO:0032501	multicellular organismal process
CL:0000097	mast cell	GO:0032762	mast cell cytokine production
CL:0000235	macrophage	GO:0016043	cellular component organization
CL:0000649	prickle cell	GO:0002688	regulation of leukocyte chemotaxis
CL:0000540	neuron	GO:0061534	gamma-aminobutyric acid secretion, neurotransmission
CL:0002337	keratinocyte stem cell	GO:0071705	nitrogen compound transport
CL:0002457	epidermal Langerhans cell	GO:0043170	macromolecule metabolic process
CL:0000649	prickle cell	GO:0050794	regulation of cellular process
CL:0000540	neuron	GO:0061669	spontaneous neurotransmitter secretion
CL:0000097	mast cell	GO:0043170	macromolecule metabolic process
CL:0000097	mast cell	GO:0065007	biological regulation
CL:0000910	cytotoxic T cell	GO:0008150	biological_process
CL:0001071	group 3 innate lymphoid cell	GO:0009987	cellular process
CL:0000097	mast cell	GO:0006954	inflammatory response
CL:0000540	neuron	GO:0099129	cochlear outer hair cell electromotile response
CL:0000151	secretory cell	GO:0097050	type B pancreatic cell apoptotic process
CL:0002337	keratinocyte stem cell	GO:0019730	antimicrobial humoral response
CL:0002457	epidermal Langerhans cell	GO:1902105	regulation of leukocyte differentiation
CL:0000312	keratinocyte	GO:0002682	regulation of immune system process
CL:0000646	basal cell	GO:0048103	somatic stem cell division
CL:0000097	mast cell	GO:0002643	regulation of tolerance induction
CL:0000097	mast cell	GO:0032103	positive regulation of response to external stimulus
CL:0001069	group 2 innate lymphoid cell	GO:0048870	cell motility
CL:0000359	vascular associated smooth muscle cell	GO:1905288	vascular associated smooth muscle cell apoptotic process
CL:0002337	keratinocyte stem cell	GO:0008152	metabolic process
CL:0000540	neuron	GO:0098937	anterograde dendritic transport
CL:0000097	mast cell	GO:0006928	movement of cell or subcellular component
CL:0000097	mast cell	GO:2000147	positive regulation of cell motility
CL:0001067	group 1 innate lymphoid cell	GO:0048870	cell motility
CL:0000540	neuron	GO:0098971	anterograde dendritic transport of neurotransmitter receptor complex
CL:0001071	group 3 innate lymphoid cell	GO:0051179	localization
CL:0000540	neuron	GO:0098959	retrograde dendritic transport of mitochondrion
CL:0000649	prickle cell	GO:0048583	regulation of response to stimulus
CL:0000242	Merkel cell	GO:1902622	regulation of neutrophil migration
CL:0000097	mast cell	GO:0030202	heparin metabolic process
CL:0000540	neuron	GO:0099161	regulation of presynaptic dense core granule exocytosis
CL:0000097	mast cell	GO:0006790	sulfur compound metabolic process
CL:0001006	dermal dendritic cell	GO:0008150	biological_process
CL:0000540	neuron	GO:0098930	axonal transport
CL:0000623	natural killer cell	GO:0070246	natural killer cell apoptotic process
CL:0001071	group 3 innate lymphoid cell	GO:0001816	cytokine production
CL:0000236	B cell	GO:0002417	B cell antigen processing and presentation mediated by B cell receptor uptake of antigen
CL:0000646	basal cell	GO:0008150	biological_process
CL:0000540	neuron	GO:0140244	regulation of translation at presynapse
CL:0001071	group 3 innate lymphoid cell	GO:0009607	response to biotic stimulus
CL:0001071	group 3 innate lymphoid cell	GO:0045087	innate immune response
CL:0002337	keratinocyte stem cell	GO:0048518	positive regulation of biological process
CL:0000236	B cell	GO:0051179	localization
CL:0000815	regulatory T cell	GO:0002250	adaptive immune response
CL:0000312	keratinocyte	GO:0097283	keratinocyte apoptotic process
CL:0000236	B cell	GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains
CL:0000540	neuron	GO:0051933	amino acid neurotransmitter reuptake
CL:0000540	neuron	GO:0099593	endocytosed synaptic vesicle to endosome fusion
CL:0000771	eosinophil	GO:0040011	locomotion
CL:0000540	neuron	GO:0097401	synaptic vesicle lumen acidification
CL:0001069	group 2 innate lymphoid cell	GO:0050896	response to stimulus
CL:0000540	neuron	GO:0021791	chemoattraction of branchiomotor neuron axon in branchial arch mesenchyme
CL:0000097	mast cell	GO:0030335	positive regulation of cell migration
CL:0000235	macrophage	GO:0019882	antigen processing and presentation
CL:0000151	secretory cell	GO:0060233	oenocyte delamination
CL:0001071	group 3 innate lymphoid cell	GO:0044419	biological process involved in interspecies interaction between organisms
CL:0000649	prickle cell	GO:0006950	response to stress
CL:0000540	neuron	GO:0021789	branchiomotor neuron axon guidance in branchial arch mesenchyme
CL:0000540	neuron	GO:0061533	norepinephrine secretion, neurotransmission
CL:0000649	prickle cell	GO:0002376	immune system process
CL:0000242	Merkel cell	GO:0002684	positive regulation of immune system process
CL:0000242	Merkel cell	GO:0048583	regulation of response to stimulus
CL:0000235	macrophage	GO:0001667	ameboidal-type cell migration
CL:0002457	epidermal Langerhans cell	GO:0051179	localization
CL:0000775	neutrophil	GO:0008015	blood circulation
CL:0000312	keratinocyte	GO:0071622	regulation of granulocyte chemotaxis
CL:0002457	epidermal Langerhans cell	GO:0002694	regulation of leukocyte activation
CL:0000242	Merkel cell	GO:0050921	positive regulation of chemotaxis
CL:0000151	secretory cell	GO:0036518	chemorepulsion of dopaminergic neuron axon
CL:0002337	keratinocyte stem cell	GO:0006810	transport
CL:0000815	regulatory T cell	GO:0051674	localization of cell
CL:0001067	group 1 innate lymphoid cell	GO:0008152	metabolic process
CL:0000097	mast cell	GO:0051179	localization
CL:0000540	neuron	GO:0098699	structural constituent of presynaptic actin cytoskeleton
CL:0002457	epidermal Langerhans cell	GO:0001816	cytokine production
CL:0001067	group 1 innate lymphoid cell	GO:0016477	cell migration
CL:0000649	prickle cell	GO:0065007	biological regulation
CL:0000151	secretory cell	GO:0008150	biological_process
CL:0000097	mast cell	GO:1901566	organonitrogen compound biosynthetic process
CL:0000236	B cell	GO:0051674	localization of cell
CL:0000540	neuron	GO:0097091	synaptic vesicle clustering
CL:0000910	cytotoxic T cell	GO:0009987	cellular process
CL:0000623	natural killer cell	GO:0050776	regulation of immune response
CL:0000312	keratinocyte	GO:0032101	regulation of response to external stimulus
CL:0000242	Merkel cell	GO:0032879	regulation of localization
CL:0002337	keratinocyte stem cell	GO:0050896	response to stimulus
CL:0000540	neuron	GO:0036482	neuron intrinsic apoptotic signaling pathway in response to hydrogen peroxide
