AS/1	AS/1/LABEL	AS/1/ID	AS/2	AS/2/LABEL	AS/2/ID	AS/3	AS/3/LABEL	AS/3/ID	AS/4	AS/4/LABEL	AS/4/ID	AS/5	AS/5/LABEL	AS/5/ID	CT/1	CT/1/LABEL	CT/1/ID	Protein biomarkers from Antibody Based Assays (IHC, FACS)	Transcriptomics/With References ()	BP/1	BP/1/LABEL	BP/1/ID	BP/2	BP/2/LABEL	BP/2/ID	BP/3	BP/3/LABEL	BP/3/ID	BP/4	BP/4/LABEL	BP/4/ID	BP/5	BP/5/LABEL	BP/5/ID	BP/6	BP/6/LABEL	BP/6/ID	BP/7	BP/7/LABEL	BP/7/ID	BP/8	BP/8/LABEL	BP/8/ID	FTU	REF/1	REF/1/DOI	REF/1/NOTES	REF/2	REF/2/DOI	REF/2/NOTES	REF/3	REF/3/DOI	REF/3/NOTES
lymph node	lymph node	UBERON:0000029	Cortex	cortex of lymph node	UBERON:0002006	Paracortex			Paracortical Cord						Interdigitating Dendritic Cell			CD40+, CD80+, CD83+, CD86+, ICAM-1+, HLA-DR+, S100+	ITGAX, CD40, CD83, HLA-DRA (Predicted from James et al., 2020)																										Summers et al., 2001	https://doi.org/10.1016/S0002-9440(10)61694-X	AS-CT	Egan and Jaffe, 2018	10.1053/j.semdp.2017.11.002	AS-CT			
lymph node	lymph node	UBERON:0000029	Cortex	cortex of lymph node	UBERON:0002006	Paracortex			Paracortical Cord						Naive CD4+ T cell			CCR7+, CD3+, CD4+, CD8-, CD28+, CD45RA+	CD3D, CCR7, SELL (Szabo et al., Nat Commun 2019; James et al., 2020)																										Kunicki et al., 2017	DOI: https://doi.org/10.4049/jimmunol.1701025	CT	O'Malley et al., 2009-Chapter 1	https://www.arppress.org/v/vspfiles/assets/images/NT%20Fascicle%207%20Chapter%201.pdf (ISBN: 978-1-933477-06-0)	AS-CT			
lymph node	lymph node	UBERON:0000029	Cortex	cortex of lymph node	UBERON:0002006	Paracortex			Paracortical Cord						Memory CD4+ T cell			CD3+, CD4+, CD8-, CD45RA-	CD3D, CXCR6, ITGA1 (Szabo et al., Nat Commun 2019; James et al., 2020)																										Kunicki et al., 2017	DOI: https://doi.org/10.4049/jimmunol.1701025	CT	O'Malley et al., 2009-Chapter 1	https://www.arppress.org/v/vspfiles/assets/images/NT%20Fascicle%207%20Chapter%201.pdf (ISBN: 978-1-933477-06-0)	AS-CT			
lymph node	lymph node	UBERON:0000029	Cortex	cortex of lymph node	UBERON:0002006	Paracortex			Paracortical Cord						Th1 cell			CD3+, CD4+, CD8-, CCR4-, CCR6-, CXCR3+, T-bet+	CD3D, IL7R, ID2 (James et al., 2020)																										Kunicki et al., 2017	DOI: https://doi.org/10.4049/jimmunol.1701025	CT	O'Malley et al., 2009-Chapter 1	https://www.arppress.org/v/vspfiles/assets/images/NT%20Fascicle%207%20Chapter%201.pdf (ISBN: 978-1-933477-06-0)	AS-CT			
lymph node	lymph node	UBERON:0000029	Cortex	cortex of lymph node	UBERON:0002006	Paracortex			Paracortical Cord						Th2 cell			CD3+, CD4+, CD8-, CCR4+, CRTH2+, CXCR3-, GATA-3+	CD3D, IL7R, ID2 (James et al., 2020)																										Kunicki et al., 2017	DOI: https://doi.org/10.4049/jimmunol.1701025	CT	O'Malley et al., 2009-Chapter 1	https://www.arppress.org/v/vspfiles/assets/images/NT%20Fascicle%207%20Chapter%201.pdf (ISBN: 978-1-933477-06-0)	AS-CT			
lymph node	lymph node	UBERON:0000029	Cortex	cortex of lymph node	UBERON:0002006	Paracortex			Paracortical Cord						Th17 cell			CD3+, CD4+, CD8-, CD161+, CCR6+, RORC2+	CD3D, CCR6, IL7R, ID2 (James et al., 2020)																										Kunicki et al., 2017	DOI: https://doi.org/10.4049/jimmunol.1701025	CT	O'Malley et al., 2009-Chapter 1	https://www.arppress.org/v/vspfiles/assets/images/NT%20Fascicle%207%20Chapter%201.pdf (ISBN: 978-1-933477-06-0)	AS-CT			
lymph node	lymph node	UBERON:0000029	Cortex	cortex of lymph node	UBERON:0002006	Paracortex			Paracortical Cord						Gamma/Delta T cells			CD3+, TCRgamma/delta+	CD3D, TRDC, ID2, KLRD1 (James et al., 2020)																										Sant et al., 2019	10.1002/cti2.1079	CT						
lymph node	lymph node	UBERON:0000029	Cortex	cortex of lymph node	UBERON:0002006	Paracortex			Paracortical Cord						T Regulatory Cell			CD3+, CD4+, CD25+, FOXP3+	FOXP3, IL2RA, and CTLA4 (Szabo et al., Nat Commun 2019)																										Kunicki et al., 2017	DOI: https://doi.org/10.4049/jimmunol.1701025	CT						
lymph node	lymph node	UBERON:0000029	Cortex	cortex of lymph node	UBERON:0002006	Paracortex			Paracortical Cord						T Cytotoxic Cell			CD3+, CD8+, Granzyme B+, Perforin+, TIA-1+	CD3D, CD8A, GZMB, GZMK (Szabo et al., Nat Commun 2019; James et al., 2020)																										Appay et al., 2008	https://doi.org/10.1002/cyto.a.20643	CT						
lymph node	lymph node	UBERON:0000029	Cortex	cortex of lymph node	UBERON:0002006	Paracortex			Paracortical Cord						Naive CD8+ T cell			CCR7+, CD3+, CD4-, CD8+, CD28+, CD45RA+	CD3D, CD8A, CCR7, SELL (Szabo et al., Nat Commun 2019; James et al., 2020)																										Appay et al., 2008	https://doi.org/10.1002/cyto.a.20643	CT						
lymph node	lymph node	UBERON:0000029	Cortex	cortex of lymph node	UBERON:0002006	Paracortex			Paracortical Cord						Memory CD8+ T cell			CD3+, CD4-, CD8+, CD45RA-	CD3D, CD8A, CXCR6, ITGA1 (Szabo et al., Nat Commun 2019; James et al., 2020)																										Appay et al., 2008	https://doi.org/10.1002/cyto.a.20643	CT						
lymph node	lymph node	UBERON:0000029	Cortex	cortex of lymph node	UBERON:0002006	Paracortex			Paracortical Cord						NK Cell			CD3-, CD3e+, CD16-, CD56+, CD57-, CD94+, CD117+, CD127+, CD94+, KIR-,  NKG2A+, NKG2D+ 	ID2, KLRD1 (James et al., 2020)																										O'Malley et al., 2009-Chapter 1	https://www.arppress.org/v/vspfiles/assets/images/NT%20Fascicle%207%20Chapter%201.pdf (ISBN: 978-1-933477-06-0)	AS-CT	Björkström NK, Ljunggren HG, Michaëlsson J. Emerging insights into natural killer cells in human peripheral tissues. Nat Rev Immunol. 2016 Apr 28;16(5):310-20. doi: 10.1038/nri.2016.34. PMID: 27121652.	doi: 10.1038/nri.2016.34.				
lymph node	lymph node	UBERON:0000029	Cortex	cortex of lymph node	UBERON:0002006	Paracortex			Paracortical Cord						Mast Cell			CD117+, Tryptase+	KIT, MS4A2, TPSAB1, TPSB2 (James et al., 2020)																										Horny HP, Sotlar K, Valent P. Mastocytosis: immunophenotypical features of the transformed mast cells are unique among hematopoietic cells. Immunol Allergy Clin North Am. 2014;34(2):315-321. doi:10.1016/j.iac.2014.01.005	doi: 10.1016/j.iac.2014.01.005		Valent P, Cerny-Reiterer S, Herrmann H, Mirkina I, George TI, Sotlar K, Sperr WR, Horny HP. Phenotypic heterogeneity, novel diagnostic markers, and target expression profiles in normal and neoplastic human mast cells. Best Pract Res Clin Haematol. 2010 Sep;23(3):369-78. doi: 10.1016/j.beha.2010.07.003. Epub 2010 Aug 12. PMID: 21112036.	doi: 10.1016/j.beha.2010.07.003.		Pal S, Nath S, Meininger CJ, Gashev AA. Emerging Roles of Mast Cells in the Regulation of Lymphatic Immuno-Physiology. Front Immunol. 2020 Jun 17;11:1234. doi: 10.3389/fimmu.2020.01234. PMID: 32625213; PMCID: PMC7311670.	doi: 10.3389/fimmu.2020.01234.	
lymph node	lymph node	UBERON:0000029	Cortex	cortex of lymph node	UBERON:0002006	Paracortex			Paracortical Cord						Plasma Cell			CD20-, CD38++, CD79a+, CD138+, Ig+, IRF4+	CD38, IRF4, PRDM1, SDC1 (Milpeid et al., 2018 James et al., 2020)																										O'Malley et al., 2009-Chapter 1	https://www.arppress.org/v/vspfiles/assets/images/NT%20Fascicle%207%20Chapter%201.pdf (ISBN: 978-1-933477-06-0)	AS-CT						
lymph node	lymph node	UBERON:0000029	Cortex	cortex of lymph node	UBERON:0002006	Paracortex			Paracortical Cord						Monocytoid B-Cell			AID+, CD19+, CD27-, IgM+	Predicted: AICDA, CD19, IGHM																										Stein et al., 1999	https://doi.org/10.1182/blood.V94.8.2800.420a01_2800_2808	AS-CT	Lee, D.S.W., Rojas, O.L. & Gommerman, J.L. B cell depletion therapies in autoimmune disease: advances and mechanistic insights. Nat Rev Drug Discov (2020).	https://doi.org/10.1038/s41573-020-00092-2				
lymph node	lymph node	UBERON:0000029	Cortex		William-Mack 2016, Medeiros 2017	Paracortex	William-Mack 2016, Medeiros 2017		Paracortical Cord						B Cell			CD20+, CD79a+	CD19, MS4A1, HLA-DRA  (James et al., 2020)																										Hsu SM, Jaffe ES. Phenotypic expression of B-lymphocytes. 2. Immunoglobulin expression of germinal center cells. Am J Pathol. 1984 Mar;114(3):396-402. PMID: 6364822; PMCID: PMC1900414.								
lymph node	lymph node	UBERON:0000029	Medulla		William-Mack 2016, Medeiros 2017	Medulla	medulla of lymph node	UBERON:0002007	Medullary Sinus	lymph node medullary sinus	UBERON:0009744				Macrophage			CD11b+, CD68+, CD169+	CD4, CD14, HLA-DRA, ITGAX (General macrophage signature from James et al., 2020);  Predicted: CD68, ITGAM, SIGLEC1																										Hartnell A, Steel J, Turley H, Jones M, Jackson DG, Crocker PR. Characterization of human sialoadhesin, a sialic acid binding receptor expressed by resident and inflammatory macrophage populations. Blood. 2001 Jan 1;97(1):288-96. doi: 10.1182/blood.v97.1.288. PMID: 11133773.	DOI: 10.1182/blood.v97.1.288		Catherine E. Angel, Chun-Jen J. Chen, Oliver C. Horlacher, Sintia Winkler, Thomas John, Judy Browning, Duncan MacGregor, Jonathan Cebon, P. Rod Dunbar; Distinctive localization of antigen-presenting cells in human lymph nodes. Blood 2009; 113 (6): 1257–1267. doi: https://doi.org/10.1182/blood-2008-06-165266	"https://doi.org/10.1182/blood-2008-06-165266
"	AS-CT			
lymph node	lymph node	UBERON:0000029	Medulla	medulla of lymph node	UBERON:0002007	Medulla	medulla of lymph node	UBERON:0002007	Medullary Sinus	lymph node medullary sinus	UBERON:0009744				Fibroblastic Reticular Cell			CD31-, CXCL12+, Desmin+, Podoplanin+, Smooth Muscle Actin+, Vimentin+	CXCL12,TNFSF11 (Predicted from mouse-Rodda et al., 2018)																										Link A, Hardie DL, Favre S, Britschgi MR, Adams DH, Sixt M, Cyster JG, Buckley CD, Luther SA. Association of T-zone reticular networks and conduits with ectopic lymphoid tissues in mice and humans. Am J Pathol. 2011 Apr;178(4):1662-75. doi: 10.1016/j.ajpath.2010.12.039. PMID: 21435450; PMCID: PMC3070229.	DOI: 10.1016/j.ajpath.2010.12.039		Fletcher AL, Malhotra D, Acton SE, Lukacs-Kornek V, Bellemare-Pelletier A, Curry M, Armant M, Turley SJ. Reproducible isolation of lymph node stromal cells reveals site-dependent differences in fibroblastic reticular cells. Front Immunol. 2011 Sep 12;2:35. doi: 10.3389/fimmu.2011.00035. PMID: 22566825; PMCID: PMC3342056.	doi: 10.3389/fimmu.2011.00035.		Valencia J, Jiménez E, Martínez VG, Del Amo BG, Hidalgo L, Entrena A, Fernández-Sevilla LM, Del Río F, Varas A, Vicente Á, Sacedón R. Characterization of human fibroblastic reticular cells as potential immunotherapeutic tools. Cytotherapy. 2017 May;19(5):640-653. doi: 10.1016/j.jcyt.2017.01.010. Epub 2017 Mar 2. PMID: 28262465.	doi: 10.1016/j.jcyt.2017.01.010.	
lymph node	lymph node	UBERON:0000029	Medulla	medulla of lymph node	UBERON:0002007	Medulla	medulla of lymph node	UBERON:0002007	Medullary Cord	lymph node medullary cord	UBERON:0009745				T Cell			CD3+, CD4+/- or CD8+/-	CD3D, CD4 or CD8A (James et al., 2020)																										O'Malley et al., 2009-Chapter 1	https://www.arppress.org/v/vspfiles/assets/images/NT%20Fascicle%207%20Chapter%201.pdf (ISBN: 978-1-933477-06-0)	AS-CT						
lymph node	lymph node	UBERON:0000029	Medulla	medulla of lymph node	UBERON:0002007	Medulla	medulla of lymph node	UBERON:0002007	Medullary Sinus	lymph node medullary sinus	UBERON:0009744				Lymphatic Endothelial Cell			ACKR4-, CAV1+, CD31+, CD45-, CD73-, CD209+, Claudin 11-, ICAM1+, Lyve-1+, MARCO+, MFAP4-,  PDL1+, Podoplanin+, Prox-1+, STAB2+, TNFRSF9+	CD209, CLEC4G, CLEM4M, LYVE1, MARCO (Takeda et al., 2019)																										Xiang M, Grosso RA, Takeda A, Pan J, Bekkhus T, Brulois K, Dermadi D, Nordling S, Vanlandewijck M, Jalkanen S, Ulvmar MH and Butcher EC (2020) A Single-Cell Transcriptional Roadmap of the Mouse and Human Lymph Node Lymphatic Vasculature. Front. Cardiovasc. Med. 7:52. doi: 10.3389/fcvm.2020.00052	https://doi.org/10.3389/fcvm.2020.00052		Takeda A, Hollmén M, Dermadi D, Pan J, Brulois KF, Kaukonen R, Lönnberg T, Boström P, Koskivuo I, Irjala H, Miyasaka M, Salmi M, Butcher EC, Jalkanen S. Single-Cell Survey of Human Lymphatics Unveils Marked Endothelial Cell Heterogeneity and Mechanisms of Homing for Neutrophils. Immunity. 2019 Sep 17;51(3):561-572.e5. doi: 10.1016/j.immuni.2019.06.027. Epub 2019 Aug 8. PMID: 31402260.	DOI: 10.1016/j.immuni.2019.06.027				
lymph node	lymph node	UBERON:0000029	Medulla	medulla of lymph node	UBERON:0002007	Medulla	medulla of lymph node	UBERON:0002007	Medullary Cord	lymph node medullary cord	UBERON:0009745				Plasma Cell			CD20-, CD27+, CD38++, CD79a+, CD138+, Ig+, IRF4+	CD38, IRF4, PRDM1, SDC1 (Milpeid et al., 2018 James et al., 2020)																										Hsu SM, Jaffe ES. Phenotypic expression of B-lymphocytes. 2. Immunoglobulin expression of germinal center cells. Am J Pathol. 1984 Mar;114(3):396-402. PMID: 6364822; PMCID: PMC1900414.			O'Malley et al., 2009-Chapter 1	https://www.arppress.org/v/vspfiles/assets/images/NT%20Fascicle%207%20Chapter%201.pdf (ISBN: 978-1-933477-06-0)	AS-CT			
lymph node	lymph node	UBERON:0000029	Medulla	medulla of lymph node	UBERON:0002007	Medulla	medulla of lymph node	UBERON:0002007	Medullary Cord	lymph node medullary cord	UBERON:0009745				B Cell 			CD19+, CD20+,  CD79a+	CD19, MS4A1, HLA-DRA  (James et al., 2020)																										O'Malley et al., 2009-Chapter 1	https://www.arppress.org/v/vspfiles/assets/images/NT%20Fascicle%207%20Chapter%201.pdf (ISBN: 978-1-933477-06-0)	AS-CT						
lymph node	lymph node	UBERON:0000029	Medulla	medulla of lymph node	UBERON:0002007	Medulla	medulla of lymph node	UBERON:0002007	Medullary Cord	lymph node medullary cord	UBERON:0009745				Mast Cell			CD117+, Tryptase+	KIT, TPSB2, TPSAB1, MS4A2 (James et al., 2020)																										Horny HP, Sotlar K, Valent P. Mastocytosis: immunophenotypical features of the transformed mast cells are unique among hematopoietic cells. Immunol Allergy Clin North Am. 2014;34(2):315-321. doi:10.1016/j.iac.2014.01.005	doi: 10.1016/j.iac.2014.01.005		Valent P, Cerny-Reiterer S, Herrmann H, Mirkina I, George TI, Sotlar K, Sperr WR, Horny HP. Phenotypic heterogeneity, novel diagnostic markers, and target expression profiles in normal and neoplastic human mast cells. Best Pract Res Clin Haematol. 2010 Sep;23(3):369-78. doi: 10.1016/j.beha.2010.07.003. Epub 2010 Aug 12. PMID: 21112036.	doi: 10.1016/j.beha.2010.07.003.		Pal S, Nath S, Meininger CJ, Gashev AA. Emerging Roles of Mast Cells in the Regulation of Lymphatic Immuno-Physiology. Front Immunol. 2020 Jun 17;11:1234. doi: 10.3389/fimmu.2020.01234. PMID: 32625213; PMCID: PMC7311670.	doi: 10.3389/fimmu.2020.01234.	
lymph node	lymph node	UBERON:0000029	Medulla	medulla of lymph node	UBERON:0002007	Medulla	medulla of lymph node	UBERON:0002007	Medullary Cord	lymph node medullary cord	UBERON:0009745				Macrophage			CD14+, CD68+, CD206+, DC-SIGN+, MARCO+	CD4, CD14, HLA-DRA, ITGAX (General macrophage signature from James et al., 2020);  Predicted: CD68, CD209, MARCO, MRC1																										Angel CE, Chen CJ, Horlacher OC, Winkler S, John T, Browning J, MacGregor D, Cebon J, Dunbar PR. Distinctive localization of antigen-presenting cells in human lymph nodes. Blood. 2009 Feb 5;113(6):1257-67. doi: 10.1182/blood-2008-06-165266. Epub 2008 Nov 5. PMID: 18987360; PMCID: PMC2687552.	DOI: 10.1182/blood-2008-06-165266							
lymph node	lymph node	UBERON:0000029	Medulla	medulla of lymph node	UBERON:0002007	Medulla	medulla of lymph node	UBERON:0002007	Medullary Cord	lymph node medullary cord	UBERON:0009745				Plasmablast			CD20-, CD38++, CD79a+, CD138+, CXCR4+, IRF4+	CD38, IRF4, PRDM1, SDC1 (Milpeid et al., 2018 James et al., 2020)																										O'Malley et al., 2009-Chapter 1	https://www.arppress.org/v/vspfiles/assets/images/NT%20Fascicle%207%20Chapter%201.pdf (ISBN: 978-1-933477-06-0)	AS-CT						
lymph node	lymph node	UBERON:0000029	Medulla	medulla of lymph node	UBERON:0002007	Medulla	medulla of lymph node	UBERON:0002007	Medullary Cord	lymph node medullary cord	UBERON:0009745				Dendritic Cell			CD11c+, HLA-DR+, PD-L1+	CD40, CD83, HLA-DRA (James et al., 2020)-Not exhaustive																										Kelly L. Summers, Barry D. Hock, Judith L. McKenzie, Derek N.J. Hart, Phenotypic Characterization of Five Dendritic Cell Subsets in Human Tonsils,The American Journal of Pathology,Volume 159, Issue 1,2001,Pages 285-295,ISSN 0002-9440,https://doi.org/10.1016/S0002-9440(10)61694-X.	https://doi.org/10.1016/S0002-9440(10)61694-X		Egan C, Jaffe ES. Non-neoplastic histiocytic and dendritic cell disorders in lymph nodes. Semin Diagn Pathol. 2018 Jan;35(1):20-33. doi: 10.1053/j.semdp.2017.11.002. Epub 2017 Nov 3. PMID: 29150219; PMCID: PMC5803315.	DOI: 10.1053/j.semdp.2017.11.002				
lymph node	lymph node	UBERON:0000029	Medulla	medulla of lymph node	UBERON:0002007	Medulla	medulla of lymph node	UBERON:0002007	Vasculature			Arteriole	can this be more specific? NO		Blood Vessel Endothelial Cell			CD31+, CD34+, CD105+, CD144+, Podoplanin-, PROX-1-,	CAV1, CCL14, CD34, CD74, CD209, CD300LG, DARC, EMCN, ESAM, ICAM1, JAM2, HLA-DRA, HLA-DRB1, HLA-DPA1, HLA-DPB1, MARCO, PLVAP, PVRL2, SPARCL1, (PECAM1 inferred) (general signature from Takeda 2020)																										Park SM, Angel CE, McIntosh JD, Mansell C, Chen CJ, Cebon J, Dunbar PR. Mapping the distinctive populations of lymphatic endothelial cells in different zones of human lymph nodes. PLoS One. 2014 Apr 14;9(4):e94781. doi: 10.1371/journal.pone.0094781. Erratum in: PLoS One. 2014;9(8):e106814. Mansell, Claudia M [corrected to Mansell, Claudia J]. PMID: 24733110; PMCID: PMC3986404.	 DOI: 10.1371/journal.pone.0094781		Pusztaszeri MP, Seelentag W, Bosman FT. Immunohistochemical Expression of Endothelial Markers CD31, CD34, von Willebrand Factor, and Fli-1 in Normal Human Tissues. Journal of Histochemistry & Cytochemistry. 2006;54(4):385-395. doi:10.1369/jhc.4A6514.2005	https://doi.org/10.1369/jhc.4A6514.2005				
lymph node	lymph node	UBERON:0000029	Medulla	medulla of lymph node	UBERON:0002007	Medulla	medulla of lymph node	UBERON:0002007	Vasculature			Venule	can this be more specific? NO		Blood Vessel Endothelial Cell			CD31+, CD34+, CD105+, CD144+, Podoplanin-, PROX-1-	CAV1, CCL14, CD34, CD74, CD209, CD300LG, DARC, EMCN, ESAM, ICAM1, JAM2, HLA-DRA, HLA-DRB1, HLA-DPA1, HLA-DPB1, MARCO, PLVAP, PVRL2, SPARCL1, (PECAM1 inferred) (general signature from Takeda 2020)																										Park SM, Angel CE, McIntosh JD, Mansell C, Chen CJ, Cebon J, Dunbar PR. Mapping the distinctive populations of lymphatic endothelial cells in different zones of human lymph nodes. PLoS One. 2014 Apr 14;9(4):e94781. doi: 10.1371/journal.pone.0094781. Erratum in: PLoS One. 2014;9(8):e106814. Mansell, Claudia M [corrected to Mansell, Claudia J]. PMID: 24733110; PMCID: PMC3986404.	 DOI: 10.1371/journal.pone.0094781		Pusztaszeri MP, Seelentag W, Bosman FT. Immunohistochemical Expression of Endothelial Markers CD31, CD34, von Willebrand Factor, and Fli-1 in Normal Human Tissues. Journal of Histochemistry & Cytochemistry. 2006;54(4):385-395. doi:10.1369/jhc.4A6514.2006	https://doi.org/10.1369/jhc.4A6514.2005				
lymph node	lymph node	UBERON:0000029	Medulla		William-Mack 2016, Medeiros 2017	Medulla	medulla of lymph node	UBERON:0002007	Vasculature						Pericyte			PDGFRalpha+, PDGFRbeta+	PDGFRalpha+, PDGFRbeta+ (Xiang et al., 2020)																										Xiang M, Grosso RA, Takeda A, Pan J, Bekkhus T, Brulois K, Dermadi D, Nordling S, Vanlandewijck M, Jalkanen S, Ulvmar MH and Butcher EC (2020) A Single-Cell Transcriptional Roadmap of the Mouse and Human Lymph Node Lymphatic Vasculature. Front. Cardiovasc. Med. 7:52. doi: 10.3389/fcvm.2020.00052	https://doi.org/10.3389/fcvm.2020.00052	AS-CT, CT-B						
lymph node	lymph node	UBERON:0000029	Medulla			Medulla	subcapsular sinus		Lymphatic Vessels						Lymphatic Endothelial Cell of Medulla Ceiling 			ACKR4+, CAV1+, CD31+, CD45-, CD73+, Claudin 11-, Lyve-1+, MARCO-, MFAP4+, Podoplanin+, Prox-1+, TNFRSF9-  	ACKR4, LYVE1, MFAP4, NT5E (Takeda et al, 2019)																										Xiang M, Grosso RA, Takeda A, Pan J, Bekkhus T, Brulois K, Dermadi D, Nordling S, Vanlandewijck M, Jalkanen S, Ulvmar MH and Butcher EC (2020) A Single-Cell Transcriptional Roadmap of the Mouse and Human Lymph Node Lymphatic Vasculature. Front. Cardiovasc. Med. 7:52. doi: 10.3389/fcvm.2020.00054	https://doi.org/10.3389/fcvm.2020.00052		Takeda A, Hollmén M, Dermadi D, Pan J, Brulois KF, Kaukonen R, Lönnberg T, Boström P, Koskivuo I, Irjala H, Miyasaka M, Salmi M, Butcher EC, Jalkanen S. Single-Cell Survey of Human Lymphatics Unveils Marked Endothelial Cell Heterogeneity and Mechanisms of Homing for Neutrophils. Immunity. 2019 Sep 17;51(3):561-572.e5. doi: 10.1016/j.immuni.2019.06.027. Epub 2019 Aug 8. PMID: 31402260.	DOI: 10.1016/j.immuni.2019.06.027				
lymph node	lymph node	UBERON:0000029	Hilum	hilum of lymph node	UBERON:0035495	Efferent Lymphatics	efferent lymphatic vessel	UBERON:0010397	Lymphatic Vessels						Lymphatic Endothelial Cell			ACKR4+, CAV1+, CD31+, CD45-, CD73+, Claudin 11-, Lyve-1-, MARCO-,  MFAP4+, Podoplanin+, Prox-1+, ,TNFRsF9- 	ACKR4, CAV1, NUDT4, NT5E (Takeda et al., 2019; Xiang et al., 2020)																										Xiang M, Grosso RA, Takeda A, Pan J, Bekkhus T, Brulois K, Dermadi D, Nordling S, Vanlandewijck M, Jalkanen S, Ulvmar MH and Butcher EC (2020) A Single-Cell Transcriptional Roadmap of the Mouse and Human Lymph Node Lymphatic Vasculature. Front. Cardiovasc. Med. 7:52. doi: 10.3389/fcvm.2020.00053	https://doi.org/10.3389/fcvm.2020.00052		Takeda A, Hollmén M, Dermadi D, Pan J, Brulois KF, Kaukonen R, Lönnberg T, Boström P, Koskivuo I, Irjala H, Miyasaka M, Salmi M, Butcher EC, Jalkanen S. Single-Cell Survey of Human Lymphatics Unveils Marked Endothelial Cell Heterogeneity and Mechanisms of Homing for Neutrophils. Immunity. 2019 Sep 17;51(3):561-572.e5. doi: 10.1016/j.immuni.2019.06.027. Epub 2019 Aug 8. PMID: 31402260.	DOI: 10.1016/j.immuni.2019.06.027				
lymph node	lymph node	UBERON:0000029	Hilum	hilum of lymph node	UBERON:0035495	Efferent Lymphatics	efferent lymphatic vessel	UBERON:0010397	Lymphatic Vessels						Smooth Muscle Cell			Smooth Muscle Actin+	ACTA2 (Predicted)																										Ohtani O, Ohtani Y. Recent developments in morphology of lymphatic vessels and lymph nodes. Ann Vasc Dis. 2012;5(2):145-50. doi: 10.3400/avd.ra.11.00099. PMID: 23555502; PMCID: PMC3595868.	https://www.nature.com/articles/s41577-020-0281-x	AS-CT	Toccanier-Pelte MF, Skalli O, Kapanci Y, Gabbiani G. Characterization of stromal cells with myoid features in lymph nodes and spleen in normal and pathologic conditions. Am J Pathol. 1987;129(1):109-118.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1899700	B			
lymph node	lymph node	UBERON:0000029	Hilum	hilum of lymph node	UBERON:0035495	Innervation									Nerve			CD56+, UCHL1+	NCAM1, UCHL1 (Predicted)																										Panuncio AL, De La Peña S, Gualco G, Reissenweber N. Adrenergic innervation in reactive human lymph nodes. J Anat. 1999 Jan;194 ( Pt 1)(Pt 1):143-6. doi: 10.1046/j.1469-7580.1999.19410143.x. PMID: 10227676; PMCID: PMC1467902	doi: 10.1046/j.1469-7580.1999.19410143.x.							
lymph node	lymph node	UBERON:0000029	Hilum	hilum of lymph node	UBERON:0035495	Vasculature									Pericyte			PDGFRalpha+, PDGFRbeta+	PDGFRalpha+, PDGFRbeta+ (Xiang et al., 2020)																										Xiang M, Grosso RA, Takeda A, Pan J, Bekkhus T, Brulois K, Dermadi D, Nordling S, Vanlandewijck M, Jalkanen S, Ulvmar MH and Butcher EC (2020) A Single-Cell Transcriptional Roadmap of the Mouse and Human Lymph Node Lymphatic Vasculature. Front. Cardiovasc. Med. 7:52. doi: 10.3389/fcvm.2020.00052	https://doi.org/10.3389/fcvm.2020.00052	AS-CT, CT-B						
lymph node	lymph node	UBERON:0000029	Hilum	hilum of lymph node	UBERON:0035495	Vasculature			Artery						Blood Vessel Endothelial Cell			CD31+, CD34+, CD59+, CD105+, CD144+, CX40+, ICAM1+, Podoplanin-, PROX-1-	CAV1, CCL14, CD34, CD74, CD209, CD300LG, DARC, EMCN, ESAM, ICAM1, JAM2, HLA-DRA, HLA-DRB1, HLA-DPA1, HLA-DPB1, MARCO, PLVAP, PVRL2, SPARCL1, (PECAM1 inferred) (general signature from Takeda 2020)																										dela Paz NG, D'Amore PA. Arterial versus venous endothelial cells. Cell Tissue Res. 2009 Jan;335(1):5-16. doi: 10.1007/s00441-008-0706-5. Epub 2008 Oct 30. PMID: 18972135; PMCID: PMC4105978.	DOI: 10.1007/s00441-008-0706-5							
lymph node	lymph node	UBERON:0000029	Hilum	hilum of lymph node	UBERON:0035495	Vasculature			Vein						Blood Vessel Endothelial Cell			CD31+, CD34+, CD59+, CD105+, CD144+, Endomucin+, ICAM1+, Podoplanin-, PROX-1-	CAV1, CCL14, CD34, CD74, CD209, CD300LG, DARC, EMCN, ESAM, ICAM1, JAM2, HLA-DRA, HLA-DRB1, HLA-DPA1, HLA-DPB1, MARCO, PLVAP, PVRL2, SPARCL1, (PECAM1 inferred) (general signature from Takeda 2020)																										dela Paz NG, D'Amore PA. Arterial versus venous endothelial cells. Cell Tissue Res. 2009 Jan;335(1):5-16. doi: 10.1007/s00441-008-0706-5. Epub 2008 Oct 30. PMID: 18972135; PMCID: PMC4105978.	DOI: 10.1007/s00441-008-0706-5							
